Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
76.7,2.37406,2.53768,2.21926,1.83457
76.71,2.43518,2.63055,2.16955,1.80399
76.72,2.33376,2.70961,2.24218,1.91532
76.73,2.38074,2.70822,2.13193,1.80697
76.74,2.35442,2.70944,2.15933,1.81726
76.75,2.29091,2.66395,2.18449,1.77771
76.76,2.35666,2.58635,2.22051,1.77038
76.77,2.3963,2.59417,2.1893,1.81541
76.78,2.42955,2.61074,2.21383,1.76653
76.79,2.40071,2.58415,2.17621,1.82752
76.8,2.36068,2.49405,2.17068,1.7833
76.81,2.43198,2.62181,2.15476,1.6865
76.82,2.45713,2.50193,2.15645,1.79988
76.83,2.42859,2.63336,2.1281,1.76477
76.84,2.38283,2.64163,2.10539,1.7174
76.85,2.41285,2.57671,2.21169,1.80476
76.86,2.43536,2.55652,2.20774,1.77723
76.87,2.42544,2.61933,2.29354,1.79064
76.88,2.35264,2.54529,2.20941,1.75375
76.89,2.35162,2.57684,2.2685,1.72408
76.9,2.38476,2.57311,2.15219,1.69712
76.91,2.3647,2.52897,2.13034,1.76618
76.92,2.30174,2.61,2.10473,1.84143
76.93,2.26609,2.61162,2.0946,1.91761
76.94,2.29903,2.58051,2.19116,1.8568
76.95,2.37797,2.62896,2.1676,1.79016
76.96,2.31936,2.61453,2.16339,1.77318
76.97,2.33182,2.73621,2.16267,1.88107
76.98,2.37117,2.68594,2.19219,1.85378
76.99,2.37135,2.64428,2.12135,1.78482
77,2.30649,2.63243,2.17167,1.7656
77.01,2.47668,2.76403,2.02964,1.79493
77.02,2.40307,2.7361,2.05626,1.81591
77.03,2.4069,2.67492,2.05599,1.71182
77.04,2.42197,2.72127,2.11511,1.75583
77.05,2.43554,2.64184,1.99307,1.72224
77.06,2.46602,2.62425,2.01816,1.83182
77.07,2.48535,2.67735,1.98385,1.7578
77.08,2.46836,2.73996,1.98198,1.75545
77.09,2.40271,2.6826,1.99761,1.78764
77.1,2.3625,2.6313,1.96422,1.73547
77.11,2.36814,2.56327,1.9834,1.75682
77.12,2.44994,2.52567,2.13227,1.77319
77.13,2.40246,2.42017,2.20431,1.84848
77.14,2.32752,2.46305,2.16591,1.8447
77.15,2.39303,2.52956,2.15332,1.7746
77.16,2.36347,2.60233,2.10819,1.8139
77.17,2.41516,2.62987,2.24673,1.86571
77.18,2.3913,2.58427,2.13403,1.86229
77.19,2.41059,2.5476,2.10759,1.82382
77.2,2.4115,2.58694,2.14267,1.90469
77.21,2.446,2.61335,2.16099,1.74606
77.22,2.41425,2.49731,2.02597,1.72524
77.23,2.35228,2.4801,2.08494,1.69996
77.24,2.4179,2.46111,2.04414,1.80036
77.25,2.398,2.47021,2.05989,1.82866
77.26,2.52764,2.51735,1.92126,1.84201
77.27,2.39432,2.49259,2.02818,1.77531
77.28,2.45783,2.50495,2.07732,1.85146
77.29,2.37345,2.43709,2.11147,1.8815
77.3,2.39856,2.54756,2.01703,1.90155
77.31,2.46166,2.59239,1.98288,1.85616
77.32,2.52282,2.57932,1.93154,1.90636
77.33,2.52464,2.6222,1.96915,1.83528
77.34,2.53421,2.6395,1.99904,1.85795
77.35,2.47358,2.64392,1.97872,1.82358
77.36,2.50083,2.67544,2.01714,1.82836
77.37,2.48258,2.69022,2.01662,1.89964
77.38,2.50816,2.63734,2.06797,1.9698
77.39,2.49592,2.58557,2.01788,1.83208
77.4,2.45696,2.55588,1.9627,1.84512
77.41,2.42212,2.54055,2.11852,1.92504
77.42,2.37577,2.55403,1.96257,1.94073
77.43,2.44017,2.553,1.93333,1.98557
77.44,2.42032,2.57796,1.8873,1.9771
77.45,2.43647,2.48745,1.90199,1.85629
77.46,2.35969,2.46371,1.83224,1.84345
77.47,2.35114,2.40379,1.86732,1.82816
77.48,2.40693,2.60891,1.92311,1.84083
77.49,2.47454,2.58611,1.86156,1.84241
77.5,2.49794,2.45665,1.88059,1.85755
77.51,2.51158,2.58145,2.00568,1.87527
77.52,2.4625,2.57476,2.02261,1.88411
77.53,2.50743,2.63283,1.97454,1.9716
77.54,2.50194,2.51968,1.90125,1.97929
77.55,2.51923,2.56332,1.88042,1.94003
77.56,2.46018,2.50286,1.9182,1.81726
77.57,2.45081,2.60376,1.90767,1.91047
77.58,2.40164,2.6205,1.9588,1.88335
77.59,2.45825,2.58432,1.93432,1.85762
77.6,2.55198,2.55181,2.05958,1.82736
77.61,2.5426,2.53825,1.9872,1.77411
77.62,2.49952,2.49215,1.83491,1.8336
77.63,2.54244,2.63062,1.86771,1.84235
77.64,2.53048,2.65925,1.84296,1.82129
77.65,2.41327,2.58043,1.99181,1.82995
77.66,2.34982,2.52907,1.89698,1.81523
77.67,2.36207,2.53145,1.97562,1.78715
77.68,2.43747,2.61437,1.8756,1.92833
77.69,2.38047,2.49301,1.8402,1.92733
77.7,2.32798,2.59521,1.85999,1.82899
77.71,2.42445,2.57139,1.89571,1.86585
77.72,2.40595,2.61415,1.93401,1.9179
77.73,2.3681,2.68704,1.87408,1.85276
77.74,2.37252,2.62884,1.81045,1.77364
77.75,2.34548,2.80967,1.84235,1.95036
77.76,2.35355,2.68898,1.85755,1.82217
77.77,2.34135,2.65487,1.84659,1.81412
77.78,2.33361,2.6873,1.83301,1.88212
77.79,2.34043,2.85703,1.94815,1.85326
77.8,2.36448,2.81122,1.90624,1.91837
77.81,2.37138,2.80981,1.91305,1.86926
77.82,2.41593,2.80302,1.82928,1.89703
77.83,2.42528,2.92659,1.84496,1.86779
77.84,2.39084,2.89144,1.74702,1.87755
77.85,2.29243,2.91211,1.82195,1.81511
77.86,2.32146,2.74494,1.86113,1.81656
77.87,2.43986,2.87305,1.82247,1.78374
77.88,2.4197,2.79429,1.77729,1.83874
77.89,2.39133,2.76963,1.86335,1.85388
77.9,2.46444,2.71083,1.82755,1.86574
77.91,2.42566,2.58011,1.80998,1.95331
77.92,2.40658,2.55874,1.76601,1.90806
77.93,2.41922,2.56008,1.83278,1.83564
77.94,2.42592,2.62034,1.77412,1.82177
77.95,2.43098,2.61014,1.80811,1.68897
77.96,2.41202,2.51891,1.81842,1.94718
77.97,2.43298,2.52737,1.88368,1.85157
77.98,2.37816,2.49626,1.91455,1.88719
77.99,2.41461,2.48719,1.86201,1.83451
78,2.39948,2.47524,1.85367,1.86303
78.01,2.38309,2.55124,1.86001,1.83264
78.02,2.39526,2.50243,1.84003,1.85427
78.03,2.30962,2.42104,1.86683,1.80307
78.04,2.36119,2.39692,1.89886,1.81323
78.05,2.38409,2.46967,1.9604,1.87047
78.06,2.36451,2.48059,1.86359,1.87105
78.07,2.35342,2.47044,1.88001,1.88232
78.08,2.40639,2.48053,1.8441,1.81172
78.09,2.38769,2.4691,1.91178,1.81124
78.1,2.40938,2.43589,1.86626,1.80103
78.11,2.37976,2.37346,1.81195,1.82711
78.12,2.3659,2.44518,1.78797,1.87358
78.13,2.32481,2.70376,1.81581,1.89394
78.14,2.42646,2.57128,1.89565,1.88532
78.15,2.43818,2.59836,1.88723,1.95668
78.16,2.38622,2.44522,1.79651,1.86715
78.17,2.39993,2.37086,1.91209,1.86631
78.18,2.41685,2.32902,2.01794,1.89639
78.19,2.40077,2.1696,2.00552,1.89371
78.2,2.35166,2.34438,1.92018,1.82808
78.21,2.36301,2.27834,1.87856,1.77662
78.22,2.36267,2.19896,1.83426,1.83555
78.23,2.26495,2.4713,1.77966,1.85
78.24,2.35292,2.34437,1.79741,1.80601
78.25,2.41197,2.35949,1.79278,1.8873
78.26,2.41098,2.47271,1.75062,1.87047
78.27,2.40799,2.41795,1.83101,1.78363
78.28,2.32972,2.44036,1.79363,1.869
78.29,2.38884,2.44231,1.74283,1.89057
78.3,2.35741,2.45104,1.82604,1.89001
78.31,2.34755,2.49997,1.92326,1.80858
78.32,2.37686,2.57257,1.82762,1.78879
78.33,2.4103,2.50238,1.91782,1.7748
78.34,2.44535,2.52717,1.96619,1.72869
78.35,2.36134,2.52573,1.87084,1.82632
78.36,2.37216,2.45078,1.9187,1.84826
78.37,2.37249,2.40449,1.93775,1.91428
78.38,2.38202,2.38547,1.90491,1.9377
78.39,2.34459,2.34109,1.83597,1.91026
78.4,2.33325,2.39273,1.83367,1.9042
78.41,2.35278,2.47086,1.71049,1.94727
78.42,2.37642,2.45021,1.71636,1.87735
78.43,2.3847,2.39207,1.71296,1.83372
78.44,2.35755,2.4632,1.71803,1.92338
78.45,2.27891,2.46056,1.63968,1.95741
78.46,2.26982,2.40733,1.70203,1.89551
78.47,2.35942,2.50312,1.69432,1.88843
78.48,2.3243,2.59485,1.65336,1.76152
78.49,2.32786,2.53319,1.70979,1.94952
78.5,2.3658,2.47487,1.692,1.92838
78.51,2.3735,2.4481,1.68514,1.86813
78.52,2.40204,2.428,1.75683,1.96287
78.53,2.37665,2.41084,1.69278,1.85294
78.54,2.32397,2.40378,1.71194,1.84202
78.55,2.34736,2.34195,1.69729,1.85658
78.56,2.38668,2.25911,1.77632,1.85616
78.57,2.33115,2.37676,1.67904,1.84858
78.58,2.31146,2.29102,1.76486,1.90163
78.59,2.35934,2.36387,1.76156,1.95183
78.6,2.32784,2.34845,1.88362,1.81575
78.61,2.41423,2.35282,1.71185,1.80235
78.62,2.37181,2.3538,1.70185,1.81097
78.63,2.35429,2.33039,1.71638,1.89922
78.64,2.40444,2.34303,1.68185,1.77314
78.65,2.36255,2.38479,1.72077,1.88248
78.66,2.45276,2.3652,1.69801,1.80358
78.67,2.36623,2.40709,1.77341,1.79289
78.68,2.44196,2.46534,1.70792,1.82139
78.69,2.4396,2.43611,1.79177,1.85785
78.7,2.39684,2.44749,1.71556,1.93151
78.71,2.40045,2.35488,1.62694,1.84169
78.72,2.34568,2.35984,1.49793,1.82629
78.73,2.34986,2.39329,1.47936,1.76373
78.74,2.37617,2.30193,1.43789,1.82978
78.75,2.34552,2.40247,1.5038,1.76979
78.76,2.37851,2.39717,1.55689,1.88397
78.77,2.4318,2.37059,1.60285,1.81407
78.78,2.39661,2.49628,1.5568,1.76422
78.79,2.41661,2.42362,1.59989,1.80413
78.8,2.49087,2.5142,1.54556,1.80873
78.81,2.4749,2.38527,1.56041,1.81245
78.82,2.45137,2.34762,1.57002,1.838
78.83,2.45566,2.401,1.56725,1.89347
78.84,2.4624,2.39945,1.62778,1.83663
78.85,2.39259,2.45468,1.63182,1.83984
78.86,2.4424,2.40537,1.72542,1.77933
78.87,2.38337,2.4243,1.69294,1.85141
78.88,2.47081,2.37908,1.68979,1.86107
78.89,2.42433,2.33535,1.58654,1.85007
78.9,2.48823,2.32687,1.54473,1.80739
78.91,2.45626,2.35934,1.59445,1.89614
78.92,2.47628,2.38087,1.56585,1.88248
78.93,2.51346,2.40173,1.62276,1.92555
78.94,2.50917,2.42544,1.56135,1.86947
78.95,2.4617,2.25505,1.63167,1.83721
78.96,2.4109,2.36563,1.598,1.83483
78.97,2.4694,2.35935,1.52524,1.7989
78.98,2.49899,2.42098,1.57355,1.87166
78.99,2.32841,2.49769,1.49534,1.93136
79,2.37153,2.44975,1.51635,1.85671
79.01,2.457,2.40043,1.5737,1.82241
79.02,2.3934,2.42586,1.56511,1.90699
79.03,2.30884,2.47252,1.60113,1.87204
79.04,2.41297,2.33867,1.56829,1.98656
79.05,2.49824,2.33862,1.56107,1.88903
79.06,2.33883,2.29655,1.54597,1.92054
79.07,2.48032,2.35842,1.55926,1.91671
79.08,2.48908,2.32753,1.61274,1.87672
79.09,2.39845,2.2911,1.63399,1.90381
79.1,2.46084,2.224,1.60723,1.8712
79.11,2.3673,2.18816,1.65552,1.83967
79.12,2.34693,2.31231,1.62027,1.81208
79.13,2.41259,2.32944,1.53283,1.83225
79.14,2.45815,2.29878,1.57832,1.88401
79.15,2.34724,2.31189,1.54886,1.95895
79.16,2.45027,2.29705,1.64753,1.97132
79.17,2.27919,2.35833,1.51202,1.90492
79.18,2.27551,2.34655,1.51875,1.93688
79.19,2.32029,2.3258,1.60176,1.90241
79.2,2.39146,2.25079,1.64138,1.97409
79.21,2.42338,2.3196,1.64943,2.09907
79.22,2.45601,2.49957,1.70477,2.09971
79.23,2.38709,2.44,1.68431,2.07429
79.24,2.39252,2.41296,1.55548,2.08957
79.25,2.39549,2.39761,1.6252,2.07722
79.26,2.44684,2.2861,1.5447,1.94183
79.27,2.44899,2.32605,1.6511,1.97834
79.28,2.49512,2.39983,1.72779,1.99216
79.29,2.39536,2.36086,1.59854,1.9182
79.3,2.37948,2.26652,1.65773,1.92348
79.31,2.32956,2.35849,1.75509,1.9263
79.32,2.37031,2.35121,1.56561,1.86388
79.33,2.32523,2.32741,1.65292,1.78261
79.34,2.24443,2.37897,1.6534,1.93491
79.35,2.41218,2.47607,1.63121,1.94997
79.36,2.34372,2.38038,1.64673,1.96696
79.37,2.29039,2.3352,1.67658,2.00683
79.38,2.36736,2.38413,1.62448,2.02374
79.39,2.29174,2.2451,1.65293,1.99772
79.4,2.27431,2.21635,1.64881,1.99578
79.41,2.27425,2.32457,1.67309,1.92572
79.42,2.25804,2.3267,1.68245,1.9878
79.43,2.32572,2.27311,1.68892,2.03836
79.44,2.35306,2.22483,1.66932,1.96029
79.45,2.24982,2.27667,1.65141,1.94756
79.46,2.28318,2.25276,1.6272,1.97892
79.47,2.32659,2.27928,1.64431,1.87475
79.48,2.39426,2.34937,1.65854,1.98791
79.49,2.25662,2.28197,1.66726,1.91514
79.5,2.34751,2.31205,1.62198,1.98615
79.51,2.33459,2.33899,1.60078,1.86407
79.52,2.34212,2.2984,1.70604,1.80682
79.53,2.32957,2.30252,1.75972,1.83951
79.54,2.41817,2.31258,1.7413,1.91282
79.55,2.28874,2.4407,1.70219,1.86285
79.56,2.43246,2.37432,1.69599,1.84523
79.57,2.39927,2.37331,1.62541,1.81802
79.58,2.41306,2.3476,1.65429,1.9267
79.59,2.36342,2.38601,1.69779,1.91099
79.6,2.37007,2.29779,1.7585,1.86068
79.61,2.36296,2.29085,1.7319,1.85289
79.62,2.33292,2.36359,1.57978,1.8485
79.63,2.34476,2.29133,1.61846,1.85836
79.64,2.362,2.32337,1.59242,1.84952
79.65,2.38337,2.36006,1.58492,1.81061
79.66,2.34564,2.3651,1.58227,1.89619
79.67,2.3564,2.54539,1.60365,1.86199
79.68,2.32237,2.43951,1.56503,1.87875
79.69,2.36424,2.44006,1.58409,1.87152
79.7,2.33549,2.5416,1.61071,1.82304
79.71,2.39867,2.48668,1.64395,1.85767
79.72,2.33673,2.40835,1.6746,1.85784
79.73,2.31086,2.36345,1.70498,1.91913
79.74,2.36837,2.46996,1.57422,1.91395
79.75,2.32432,2.45551,1.64323,1.98806
79.76,2.33666,2.34764,1.73978,1.90557
79.77,2.39813,2.42037,1.70535,1.93497
79.78,2.43132,2.34265,1.68893,1.91828
79.79,2.26782,2.47424,1.71479,1.95196
79.8,2.32004,2.4588,1.64112,1.92397
79.81,2.29974,2.45848,1.71877,2.11515
79.82,2.32969,2.49239,1.70583,2.02385
79.83,2.3917,2.4914,1.76478,2.03878
79.84,2.38184,2.43459,1.66391,2.01585
79.85,2.39962,2.41109,1.67872,2.03094
79.86,2.42734,2.42933,1.69567,1.93839
79.87,2.439,2.43089,1.68693,2.00837
79.88,2.40611,2.42526,1.81721,1.90494
79.89,2.41148,2.3661,1.69341,2.03373
79.9,2.41493,2.4174,1.84598,1.97043
79.91,2.44276,2.42412,1.78977,2.08009
79.92,2.41631,2.49183,1.8236,1.96958
79.93,2.40109,2.5018,1.75743,2.02098
79.94,2.49623,2.55282,1.77969,1.96971
79.95,2.48748,2.57009,1.87088,1.8712
79.96,2.47957,2.547,1.90063,1.93717
79.97,2.48224,2.45265,1.94124,1.99055
79.98,2.49382,2.42735,1.78661,1.93553
79.99,2.46617,2.45868,1.79847,1.97165
80,2.57208,2.53378,1.80302,2.00375
80.01,2.50936,2.54672,1.87414,1.96687
80.02,2.46098,2.50446,1.81437,1.99335
80.03,2.42156,2.43297,1.84813,1.83642
80.04,2.40601,2.49532,1.83421,1.87142
80.05,2.59056,2.37441,1.81744,1.94411
80.06,2.44409,2.3349,1.83498,1.93199
80.07,2.50917,2.32142,1.78775,1.91997
80.08,2.46077,2.38088,1.7384,1.90731
80.09,2.5487,2.41527,1.64726,1.92423
80.1,2.45978,2.42971,1.68603,1.94206
80.11,2.46314,2.55214,1.66705,1.94412
80.12,2.46151,2.41564,1.74372,1.87992
80.13,2.54157,2.38767,1.66797,1.85493
80.14,2.49823,2.44643,1.77095,1.8277
80.15,2.39771,2.37384,1.70859,1.90034
80.16,2.43318,2.39687,1.71378,1.82063
80.17,2.36203,2.41914,1.68069,1.93549
80.18,2.38038,2.40012,1.76383,1.91349
80.19,2.50146,2.45805,1.78605,1.8792
80.2,2.35386,2.41039,1.68226,1.88375
80.21,2.41465,2.3901,1.76288,1.95218
80.22,2.45273,2.50201,1.69744,1.95425
80.23,2.41982,2.49896,1.64646,1.86856
80.24,2.51823,2.55992,1.6299,2.01855
80.25,2.60112,2.52379,1.73654,1.94876
80.26,2.45114,2.45763,1.68462,1.95702
80.27,2.49814,2.5081,1.71572,1.93348
80.28,2.46636,2.39806,1.73604,1.85741
80.29,2.49861,2.47087,1.80745,1.87109
80.3,2.52706,2.37003,1.76405,1.87955
80.31,2.43502,2.44497,1.70864,1.9781
80.32,2.51243,2.47541,1.70975,1.98444
80.33,2.45901,2.41969,1.70363,1.91946
80.34,2.35987,2.418,1.62724,1.78723
80.35,2.35759,2.38516,1.7162,1.82169
80.36,2.33907,2.39897,1.74806,1.91041
80.37,2.37496,2.43552,1.77461,1.97345
80.38,2.41959,2.38003,1.69019,1.94823
80.39,2.43322,2.4249,1.79392,1.94749
80.4,2.49853,2.3679,1.78221,1.95397
80.41,2.54289,2.32946,1.68589,1.94087
80.42,2.47778,2.32139,1.75967,2.00488
80.43,2.5138,2.41694,1.83071,1.83538
80.44,2.50163,2.30353,1.75833,1.93314
80.45,2.50891,2.48435,1.75827,1.93417
80.46,2.50083,2.33888,1.72583,1.93622
80.47,2.56119,2.34426,1.79778,1.88054
80.48,2.49933,2.40735,1.74839,1.9181
80.49,2.53827,2.35921,1.80319,1.87932
80.5,2.53692,2.42131,1.78105,1.89159
80.51,2.45201,2.36977,1.72651,1.88502
80.52,2.51292,2.32427,1.71876,2.0006
80.53,2.37806,2.31892,1.68538,1.93643
80.54,2.36265,2.35011,1.73459,1.85111
80.55,2.37981,2.31437,1.73905,1.86014
80.56,2.39659,2.31598,1.77922,1.98083
80.57,2.39298,2.36069,1.72468,1.92212
80.58,2.40657,2.27618,1.75126,1.97277
80.59,2.48296,2.33611,1.7179,1.86343
80.6,2.39334,2.35062,1.72001,1.91807
80.61,2.47416,2.34021,1.7305,1.95617
80.62,2.48681,2.2851,1.7111,2.0676
80.63,2.4575,2.38484,1.85401,2.00131
80.64,2.47329,2.35058,1.81467,2.1224
80.65,2.44015,2.37959,1.85294,2.06524
80.66,2.40766,2.46009,1.76051,2.03223
80.67,2.33737,2.5089,1.73825,2.01738
80.68,2.31847,2.59151,1.74394,2.00284
80.69,2.30683,2.51849,1.757,2.03797
80.7,2.27479,2.46259,1.72491,2.06693
80.71,2.3535,2.48793,1.66423,2.04251
80.72,2.3096,2.43171,1.74153,1.92102
80.73,2.31698,2.45429,1.6788,1.9468
80.74,2.26348,2.52127,1.71656,1.86751
80.75,2.22814,2.47322,1.71118,1.92659
80.76,2.19737,2.36778,1.70309,1.8661
80.77,2.21432,2.42797,1.64522,1.84923
80.78,2.27893,2.42361,1.7418,1.89241
80.79,2.24481,2.52429,1.74282,1.84267
80.8,2.2988,2.50109,1.74906,1.8915
80.81,2.27533,2.44582,1.68265,2.00283
80.82,2.17802,2.43481,1.69697,1.88459
80.83,2.19475,2.39516,1.71483,1.98052
80.84,2.2508,2.38744,1.75184,2.01876
80.85,2.27939,2.45857,1.73138,1.96325
80.86,2.30769,2.40653,1.75855,1.94208
80.87,2.22995,2.36446,1.78917,1.99736
80.88,2.25661,2.43136,1.81889,2.02257
80.89,2.26716,2.4537,1.73155,1.91907
80.9,2.30473,2.40115,1.74339,1.9681
80.91,2.31629,2.44654,1.79337,1.90346
80.92,2.29364,2.46255,1.74461,2.03212
80.93,2.27351,2.40279,1.77326,1.92828
80.94,2.29618,2.45094,1.88561,2.03445
80.95,2.33732,2.45123,1.81233,1.94091
80.96,2.28389,2.49772,1.76915,2.03461
80.97,2.40774,2.44901,1.75708,1.90043
80.98,2.34244,2.41844,1.73609,1.95119
80.99,2.23162,2.36543,1.81159,1.94021
81,2.20271,2.45991,1.83204,2.07782
81.01,2.28725,2.40087,1.79777,2.01817
81.02,2.29325,2.44092,1.83473,1.94904
81.03,2.2572,2.40937,1.84361,1.90177
81.04,2.28332,2.4964,1.78798,1.89228
81.05,2.34966,2.44425,1.73068,1.84926
81.06,2.38367,2.40601,1.7786,1.82522
81.07,2.37132,2.32556,1.80311,1.80319
81.08,2.3672,2.42563,1.78201,1.76908
81.09,2.29543,2.36793,1.82146,1.79154
81.1,2.4405,2.4752,1.82155,1.73669
81.11,2.38454,2.46193,1.85211,1.73076
81.12,2.48492,2.44508,1.78791,1.75131
81.13,2.40111,2.47697,1.77179,1.70392
81.14,2.38076,2.4102,1.85447,1.66411
81.15,2.48472,2.36686,1.7754,1.68426
81.16,2.37488,2.39005,1.69815,1.72433
81.17,2.30811,2.4282,1.66334,1.73711
81.18,2.33036,2.43546,1.80597,1.74792
81.19,2.36617,2.48348,1.83289,1.67883
81.2,2.34792,2.62015,1.78733,1.68443
81.21,2.40871,2.53586,1.88782,1.67286
81.22,2.34116,2.55812,1.83635,1.82955
81.23,2.33302,2.43368,1.86273,1.73346
81.24,2.3397,2.46108,1.91138,1.74947
81.25,2.26619,2.6022,1.78858,1.79513
81.26,2.37204,2.51666,1.68882,1.61881
81.27,2.30801,2.50356,1.72423,1.66711
81.28,2.27958,2.5471,1.75745,1.74148
81.29,2.29408,2.55087,1.77516,1.6748
81.3,2.2591,2.5746,1.84722,1.6982
81.31,2.24161,2.49271,1.7978,1.67665
81.32,2.32829,2.38821,1.87086,1.69469
81.33,2.34876,2.44479,1.78104,1.61994
81.34,2.36977,2.44636,1.84084,1.59158
81.35,2.40898,2.47017,1.83296,1.63776
81.36,2.4227,2.3898,1.8074,1.70105
81.37,2.35751,2.34556,1.91845,1.78453
81.38,2.38019,2.4403,2.02659,1.74884
81.39,2.34943,2.37804,1.88858,1.69685
81.4,2.3752,2.37014,1.91138,1.67351
81.41,2.3774,2.36086,1.92823,1.76337
81.42,2.41346,2.37131,1.87727,1.79944
81.43,2.41979,2.32756,1.76552,1.70299
81.44,2.42093,2.31898,1.79118,1.80066
81.45,2.4517,2.36181,1.73111,1.76166
81.46,2.49412,2.35149,1.73384,1.7793
81.47,2.40452,2.36943,1.78624,1.75691
81.48,2.38418,2.44022,1.82832,1.83291
81.49,2.38544,2.40087,1.80034,1.73784
81.5,2.36757,2.34323,1.86529,1.79193
81.51,2.33875,2.34243,1.82352,1.80021
81.52,2.4328,2.35467,1.74417,1.89356
81.53,2.37998,2.32241,1.80342,1.86686
81.54,2.39726,2.26107,1.77357,1.96307
81.55,2.31674,2.41395,1.82195,1.88381
81.56,2.34104,2.43262,1.88196,1.8924
81.57,2.30382,2.27362,1.74515,1.78674
81.58,2.30149,2.3656,1.78366,1.89864
81.59,2.32599,2.33872,1.83145,1.94462
81.6,2.2944,2.42581,1.81226,1.80156
81.61,2.37357,2.4206,1.84171,1.91809
81.62,2.31549,2.38884,1.84314,1.8613
81.63,2.35302,2.37391,1.92629,1.83091
81.64,2.31698,2.28257,1.89613,1.83127
81.65,2.40402,2.31328,1.81163,1.81155
81.66,2.41495,2.33247,1.89956,1.85246
81.67,2.3848,2.30929,1.86681,1.83812
81.68,2.43392,2.36897,1.81643,1.77036
81.69,2.39593,2.31285,1.86739,1.76516
81.7,2.44463,2.32528,1.83375,1.68677
81.71,2.32112,2.28866,1.87712,1.65167
81.72,2.39867,2.40486,1.85962,1.71887
81.73,2.41175,2.32227,1.93075,1.74407
81.74,2.35174,2.28794,1.86906,1.71725
81.75,2.4488,2.30764,1.90785,1.72334
81.76,2.37729,2.26652,1.94462,1.71642
81.77,2.37161,2.24815,1.83799,1.72429
81.78,2.36337,2.35977,1.88962,1.75741
81.79,2.33714,2.34379,1.87018,1.66956
81.8,2.35501,2.33818,1.81841,1.73551
81.81,2.36781,2.3753,1.79402,1.77584
81.82,2.36023,2.34576,1.90401,1.8738
81.83,2.38304,2.30312,1.79255,1.70537
81.84,2.46632,2.31508,1.8091,1.69408
81.85,2.5226,2.34418,1.72474,1.75461
81.86,2.42355,2.36496,1.81455,1.70995
81.87,2.37852,2.36331,1.89886,1.70205
81.88,2.44053,2.51693,1.91323,1.75662
81.89,2.35093,2.37542,1.89701,1.75745
81.9,2.44621,2.43352,1.8428,1.77061
81.91,2.34552,2.33314,1.87138,1.715
81.92,2.40357,2.40543,1.76519,1.70536
81.93,2.42567,2.39464,1.76469,1.80741
81.94,2.45989,2.38135,1.75438,1.80502
81.95,2.4332,2.35897,1.78485,1.76242
81.96,2.3281,2.4111,1.80633,1.84018
81.97,2.41665,2.47049,1.82064,1.86185
81.98,2.45823,2.37484,1.87832,1.75156
81.99,2.42816,2.31495,1.84397,1.82726
82,2.41235,2.25307,1.88811,1.72732
82.01,2.41757,2.33508,1.88466,1.68037
82.02,2.41604,2.29109,1.83334,1.66661
82.03,2.54243,2.27955,1.97727,1.76207
82.04,2.44173,2.43797,1.91451,1.77667
82.05,2.39814,2.29883,1.8991,1.6664
82.06,2.46667,2.3831,1.91994,1.73058
82.07,2.37203,2.29086,1.90663,1.70768
82.08,2.43179,2.32471,1.87727,1.77889
82.09,2.37084,2.32948,1.96227,1.79946
82.1,2.39226,2.41299,1.90425,1.78395
82.11,2.46921,2.39738,1.94779,1.71085
82.12,2.41097,2.39903,1.84391,1.66817
82.13,2.37358,2.42115,1.86861,1.78744
82.14,2.40749,2.41317,1.93058,1.7252
82.15,2.48756,2.3809,1.89168,1.71054
82.16,2.48247,2.38698,1.95524,1.64728
82.17,2.45328,2.4428,1.98407,1.68379
82.18,2.49507,2.43167,1.91969,1.72786
82.19,2.44179,2.50186,1.91448,1.66389
82.2,2.45997,2.36475,1.87821,1.75875
82.21,2.51431,2.42719,1.84123,1.78287
82.22,2.53518,2.49349,1.89766,1.74002
82.23,2.40204,2.37047,1.86016,1.77492
82.24,2.47295,2.32896,1.83822,1.76941
82.25,2.47662,2.40652,1.93197,1.7683
82.26,2.50225,2.28394,1.9723,1.72233
82.27,2.46392,2.33868,1.90815,1.76902
82.28,2.38018,2.36283,2.05113,1.81698
82.29,2.44508,2.47055,1.95987,1.86946
82.3,2.48009,2.32226,1.93272,1.73867
82.31,2.34922,2.27249,1.88887,1.76186
82.32,2.30769,2.37753,1.85911,1.69594
82.33,2.43278,2.27954,1.97403,1.74753
82.34,2.47189,2.2604,1.9353,1.69063
82.35,2.40305,2.16866,1.93034,1.81562
82.36,2.39635,2.23675,1.97618,1.75137
82.37,2.42904,2.30802,1.91898,1.75402
82.38,2.41082,2.4234,1.86953,1.72913
82.39,2.38741,2.41068,1.84789,1.75837
82.4,2.34813,2.24912,1.86179,1.84957
82.41,2.38866,2.2464,1.84005,1.69907
82.42,2.3936,2.34416,1.94741,1.75737
82.43,2.53224,2.2798,1.87919,1.76396
82.44,2.4816,2.23886,1.90395,1.84634
82.45,2.47525,2.34618,1.82653,1.75674
82.46,2.47696,2.38509,1.78347,1.79377
82.47,2.43788,2.42758,1.77697,1.75402
82.48,2.50039,2.38404,1.81665,1.72901
82.49,2.42857,2.32666,1.81938,1.83783
82.5,2.35838,2.25135,1.76358,1.7933
82.51,2.34956,2.20086,1.79719,1.83241
