Time (ns),970RMSD (Å),239RMSD (Å),Substrate,14475 RMSD (Å)
52.09,2.40904,2.54742,1.82664,1.74812
52.1,2.39921,2.61922,1.91792,1.79454
52.11,2.38339,2.6454,1.7918,1.82734
52.12,2.3555,2.63019,1.81256,1.78513
52.13,2.28795,2.51965,1.82801,1.79743
52.14,2.32612,2.56401,1.99441,1.82124
52.15,2.33171,2.45931,1.88081,1.87199
52.16,2.3113,2.54604,1.88118,1.83965
52.17,2.30903,2.64295,1.91656,1.86637
52.18,2.38748,2.57111,1.9581,1.84184
52.19,2.34125,2.6343,1.89535,1.80499
52.2,2.3299,2.59021,1.97051,1.81783
52.21,2.41137,2.54148,1.96648,1.81071
52.22,2.41878,2.44174,2.04978,1.8736
52.23,2.34694,2.44532,2.07787,1.7939
52.24,2.32218,2.42649,1.92923,1.84306
52.25,2.35192,2.49681,1.97383,1.77686
52.26,2.27191,2.53806,1.95475,1.83204
52.27,2.33616,2.55438,1.97547,1.82463
52.28,2.30505,2.53366,1.99008,1.84673
52.29,2.3884,2.71142,1.92401,1.87669
52.3,2.40005,2.72905,1.97604,1.83172
52.31,2.38711,2.77028,1.94816,1.85836
52.32,2.37499,2.72086,1.93698,1.93322
52.33,2.43274,2.64323,1.92583,1.88804
52.34,2.36697,2.62512,1.84543,1.88025
52.35,2.3319,2.60136,1.79664,1.85693
52.36,2.3792,2.62009,1.84372,1.82498
52.37,2.32716,2.56079,1.83398,1.80564
52.38,2.34918,2.47702,1.87038,1.84892
52.39,2.30843,2.48942,1.89002,1.82889
52.4,2.27704,2.50593,1.90744,1.82145
52.41,2.28259,2.49473,1.88388,1.83069
52.42,2.37457,2.47507,1.89282,1.72547
52.43,2.36547,2.42318,1.86355,1.82861
52.44,2.33888,2.48177,1.90382,1.89059
52.45,2.31179,2.50639,1.88718,2.01245
52.46,2.30583,2.43253,1.85226,1.96139
52.47,2.37319,2.44825,1.87583,1.91699
52.48,2.35648,2.49006,1.87395,1.91074
52.49,2.31439,2.48873,1.9036,1.84603
52.5,2.39177,2.48464,1.96644,1.88944
52.51,2.39584,2.52669,1.98766,1.86984
52.52,2.43145,2.56347,1.85752,1.90252
52.53,2.4221,2.50656,1.92991,1.85313
52.54,2.30356,2.60396,1.89531,1.90155
52.55,2.32881,2.60257,1.91674,1.89117
52.56,2.40111,2.51312,1.90085,1.83601
52.57,2.37491,2.52374,1.9329,1.85426
52.58,2.38712,2.42162,1.91355,1.80157
52.59,2.35843,2.49124,1.8803,1.78847
52.6,2.39433,2.41161,1.87432,1.8221
52.61,2.34726,2.41853,1.8542,1.89622
52.62,2.36621,2.5156,1.84124,1.83031
52.63,2.34599,2.52002,1.83545,1.8497
52.64,2.32706,2.57293,1.82716,1.8753
52.65,2.37078,2.54081,1.848,1.9416
52.66,2.3022,2.49187,1.84159,1.87337
52.67,2.35694,2.50768,1.87837,1.86099
52.68,2.30142,2.45697,1.79629,1.91186
52.69,2.30475,2.49431,1.82565,1.9027
52.7,2.36641,2.46379,1.78943,1.93775
52.71,2.34214,2.53263,1.75798,1.85995
52.72,2.34416,2.54043,1.83407,1.8763
52.73,2.28664,2.48754,1.81527,1.86776
52.74,2.35129,2.43891,1.83904,1.88449
52.75,2.36807,2.3907,1.81231,1.88204
52.76,2.3491,2.47154,1.79542,1.91456
52.77,2.26921,2.38343,1.82111,1.89203
52.78,2.31638,2.49229,1.85449,1.88284
52.79,2.28926,2.57032,1.88302,1.88789
52.8,2.30966,2.54786,1.84319,1.96788
52.81,2.25131,2.60586,1.90405,1.95096
52.82,2.28004,2.74736,1.83481,1.85132
52.83,2.28248,2.62493,1.80839,1.92608
52.84,2.33544,2.53408,1.8196,1.954
52.85,2.38245,2.5237,1.82362,1.85112
52.86,2.44306,2.45867,1.82133,1.95544
52.87,2.40312,2.5008,1.78956,1.87103
52.88,2.40498,2.55308,1.80233,1.8569
52.89,2.37875,2.60825,1.84753,1.85098
52.9,2.41895,2.61909,1.87633,1.91697
52.91,2.37016,2.70783,1.95743,1.93611
52.92,2.37213,2.71389,2.00379,1.86293
52.93,2.29911,2.64953,1.91531,1.95759
52.94,2.33938,2.67104,1.99491,1.96531
52.95,2.33286,2.57029,1.94953,1.95703
52.96,2.3476,2.50119,1.95812,2.00383
52.97,2.39886,2.57422,1.91786,2.03143
52.98,2.32435,2.51545,1.96097,1.99342
52.99,2.38479,2.60671,2.02155,1.92413
53,2.33834,2.60444,1.92038,1.89154
53.01,2.34497,2.54432,1.93375,1.90429
53.02,2.35223,2.49815,1.93578,1.93179
53.03,2.38001,2.48073,1.97382,1.9954
53.04,2.3479,2.5504,1.92937,1.93426
53.05,2.33169,2.50239,1.89257,2.06168
53.06,2.31827,2.46686,1.79475,2.028
53.07,2.29568,2.62044,1.82342,1.94164
53.08,2.3212,2.54487,1.85203,1.93157
53.09,2.3369,2.60602,1.85832,2.01033
53.1,2.32494,2.73278,1.90328,1.93798
53.11,2.37405,2.63237,1.95684,2.05243
53.12,2.32516,2.55209,1.94016,1.9743
53.13,2.35031,2.54444,1.95982,1.98176
53.14,2.33672,2.56996,1.95704,1.97859
53.15,2.3569,2.58726,1.92143,1.88714
53.16,2.36985,2.6134,1.93194,1.90172
53.17,2.31029,2.59129,1.8449,1.98179
53.18,2.36243,2.64651,1.89712,1.87864
53.19,2.35751,2.68618,1.90384,1.91599
53.2,2.3357,2.59695,1.87751,1.90101
53.21,2.33215,2.60614,2.09731,2.02691
53.22,2.31894,2.51728,2.08624,1.87828
53.23,2.34363,2.48152,2.04901,1.90267
53.24,2.29492,2.44527,1.99545,1.90489
53.25,2.3845,2.59471,1.89713,1.85839
53.26,2.39794,2.54842,1.99432,1.89641
53.27,2.29966,2.54834,1.9519,1.85195
53.28,2.32584,2.56869,1.96694,1.88964
53.29,2.30979,2.56172,1.99818,1.86375
53.3,2.36236,2.54856,2.00487,1.95691
53.31,2.38852,2.68085,1.95431,1.93188
53.32,2.37567,2.52192,1.88338,1.89391
53.33,2.33956,2.57889,1.8281,1.87198
53.34,2.34751,2.72678,1.81691,1.74941
53.35,2.38342,2.71814,2.02294,1.88338
53.36,2.38896,2.51949,1.91321,1.82544
53.37,2.35754,2.6015,1.96422,1.75937
53.38,2.35974,2.46996,1.90706,1.7674
53.39,2.30508,2.65258,1.8957,1.81098
53.4,2.32402,2.5509,1.89371,1.80994
53.41,2.30246,2.51242,1.90543,1.85203
53.42,2.33763,2.40694,1.84537,1.8812
53.43,2.31714,2.52526,1.8936,1.7809
53.44,2.43636,2.46932,1.85963,1.89657
53.45,2.40653,2.49874,1.8854,1.89305
53.46,2.39101,2.52491,1.90076,1.89354
53.47,2.32683,2.58096,1.96598,1.87538
53.48,2.34064,2.54438,1.84946,1.99456
53.49,2.33557,2.45235,1.94376,1.91765
53.5,2.3486,2.58874,1.92158,1.91267
53.51,2.28818,2.64626,1.93028,1.90009
53.52,2.35076,2.58625,2.01556,1.92397
53.53,2.28845,2.62929,1.99439,1.83829
53.54,2.25724,2.83216,1.96668,1.83848
53.55,2.23868,2.80932,2.04799,1.82359
53.56,2.27713,2.71626,1.96376,1.94211
53.57,2.24356,2.70323,2.03672,1.86737
53.58,2.33313,2.77398,2.0533,1.88396
53.59,2.31298,2.92112,1.96787,1.84038
53.6,2.22716,2.68707,2.02098,1.90858
53.61,2.35154,2.73895,2.0354,1.91067
53.62,2.32797,2.57279,2.13796,1.84886
53.63,2.3758,2.81826,2.08802,1.85045
53.64,2.34222,2.75074,2.08035,1.82253
53.65,2.43819,2.74289,2.07939,1.84311
53.66,2.39351,2.71362,2.00998,1.89751
53.67,2.31224,2.79385,2.02206,1.9056
53.68,2.32174,2.67165,2.10068,1.86066
53.69,2.27357,2.62784,2.04508,1.91371
53.7,2.3157,2.74073,2.06379,1.88765
53.71,2.32644,2.83278,2.11565,1.93443
53.72,2.33826,2.79723,2.10107,1.79088
53.73,2.34837,2.92252,2.02071,1.93152
53.74,2.3851,2.96715,2.01274,1.86824
53.75,2.45047,2.83243,2.02788,1.8487
53.76,2.39628,2.76599,2.05194,1.88033
53.77,2.46704,2.82153,2.01963,1.82606
53.78,2.42438,2.84138,1.9846,1.88377
53.79,2.41694,2.7153,1.9577,1.96514
53.8,2.39641,2.69673,1.91481,1.90443
53.81,2.28075,2.66283,2.01218,1.96518
53.82,2.33903,2.61873,1.97162,1.89163
53.83,2.34406,2.51702,1.88334,1.88784
53.84,2.29269,2.47204,1.92722,1.83712
53.85,2.31394,2.48742,1.96003,1.83261
53.86,2.27852,2.49613,1.91767,1.9154
53.87,2.26942,2.61318,1.90273,1.93606
53.88,2.31153,2.55049,1.93915,2.04045
53.89,2.38119,2.66079,1.91421,1.96731
53.9,2.30299,2.58205,1.86262,1.86266
53.91,2.26499,2.50465,1.91741,1.85206
53.92,2.31496,2.52022,1.82889,1.94196
53.93,2.24514,2.54396,1.89994,1.93101
53.94,2.17051,2.62716,1.91724,1.89069
53.95,2.24858,2.50623,1.94694,1.97358
53.96,2.23549,2.52855,2.00412,1.93282
53.97,2.22972,2.55865,2.04997,1.95993
53.98,2.26576,2.44181,2.06506,1.9262
53.99,2.22562,2.55189,2.02971,1.84371
54,2.27491,2.65292,1.97233,1.86159
54.01,2.26424,2.55205,1.96816,1.86009
54.02,2.21055,2.65455,1.99178,1.84224
54.03,2.22207,2.62267,1.98167,1.92527
54.04,2.33482,2.66287,1.88054,1.93024
54.05,2.32496,2.72211,1.88867,1.88343
54.06,2.28242,2.73462,1.79637,1.84442
54.07,2.28162,2.77664,1.9229,1.91853
54.08,2.26449,2.85615,1.89334,1.91472
54.09,2.3407,2.96111,1.82557,2.00748
54.1,2.36062,2.86251,1.83872,1.94679
54.11,2.32283,2.91906,1.87336,1.93277
54.12,2.30432,2.7771,1.8556,1.94124
54.13,2.27891,2.90668,1.87185,1.8728
54.14,2.28015,3.00274,1.94388,1.86646
54.15,2.23832,2.985,1.85151,1.85663
54.16,2.28653,2.99184,1.91677,1.84869
54.17,2.20942,2.89177,1.91109,1.82862
54.18,2.2866,3.03972,1.96589,1.8918
54.19,2.36037,2.98081,1.93462,1.94466
54.2,2.345,2.96061,1.94479,1.95679
54.21,2.35314,2.98979,1.9362,1.90611
54.22,2.37218,3.07103,1.82099,1.91424
54.23,2.37566,2.99776,1.86067,1.87422
54.24,2.34894,2.94905,1.77785,1.88221
54.25,2.33491,2.8198,1.86435,1.92382
54.26,2.31793,2.83913,1.85852,1.94166
54.27,2.40024,2.80124,1.84473,1.91189
54.28,2.36841,2.67356,1.82422,1.99495
54.29,2.41626,2.51301,1.84553,1.98218
54.3,2.36724,2.53426,1.79136,1.96379
54.31,2.31524,2.57748,1.8636,1.97384
54.32,2.34396,2.60898,1.8689,1.98519
54.33,2.32727,2.56554,1.95635,1.98278
54.34,2.34273,2.55165,1.94656,1.92151
54.35,2.28872,2.60361,1.91507,1.88091
54.36,2.29678,2.67287,1.94892,2.0058
54.37,2.33311,2.64724,1.88413,1.97729
54.38,2.3023,2.68942,1.83019,1.95824
54.39,2.30018,2.64337,1.91321,1.9518
54.4,2.26886,2.6406,1.85485,1.89747
54.41,2.28149,2.63909,1.88512,1.89271
54.42,2.36165,2.63279,1.80177,1.90731
54.43,2.31688,2.4457,1.84591,1.89048
54.44,2.37106,2.45418,1.88748,1.96885
54.45,2.35122,2.37519,1.92532,1.93456
54.46,2.36908,2.39018,1.8557,1.86953
54.47,2.32872,2.38256,1.94106,1.95879
54.48,2.24824,2.42369,1.90225,2.0202
54.49,2.35142,2.54679,1.85863,2.05919
54.5,2.35698,2.42129,1.82499,2.02404
54.51,2.29085,2.37978,1.94973,1.94187
54.52,2.36768,2.45569,1.84305,1.96464
54.53,2.31275,2.45453,1.87587,1.94104
54.54,2.35966,2.45205,1.89055,1.95423
54.55,2.30752,2.5586,1.97766,1.9918
54.56,2.3372,2.60091,1.88567,2.0156
54.57,2.35412,2.63076,1.98074,2.01722
54.58,2.282,2.50297,1.99202,1.97871
54.59,2.33605,2.47191,2.03225,1.9542
54.6,2.32626,2.54912,1.95321,1.91227
54.61,2.22571,2.43385,1.93981,1.94835
54.62,2.25026,2.42324,1.97439,1.8702
54.63,2.26888,2.41452,1.95575,1.9518
54.64,2.29129,2.4375,1.95956,1.98153
54.65,2.30754,2.50702,1.95251,2.0068
54.66,2.37195,2.43887,1.98139,1.9854
54.67,2.30793,2.43985,1.95974,1.95866
54.68,2.38312,2.49362,2.00232,2.00561
54.69,2.31228,2.42353,1.94999,1.93073
54.7,2.22501,2.36067,1.95784,1.99496
54.71,2.28974,2.37294,1.98656,1.97464
54.72,2.31611,2.39149,2.04643,1.87428
54.73,2.2671,2.39416,2.0538,1.85444
54.74,2.25995,2.45931,2.00069,1.86201
54.75,2.27355,2.59205,1.98633,1.92182
54.76,2.2854,2.51435,1.99301,1.87397
54.77,2.28768,2.40886,2.02278,1.90522
54.78,2.32027,2.57149,2.01768,1.8888
54.79,2.36775,2.47433,2.03611,1.94423
54.8,2.36017,2.50776,2.07276,1.96011
54.81,2.35083,2.53885,2.01576,1.90705
54.82,2.24481,2.46727,2.04332,1.91689
54.83,2.31291,2.58978,2.01293,1.91252
54.84,2.37497,2.5326,1.96153,1.92679
54.85,2.39752,2.46264,2.01868,1.87785
54.86,2.34241,2.46012,1.95352,1.82282
54.87,2.41492,2.5172,1.95985,1.90388
54.88,2.41156,2.52224,1.94278,1.89979
54.89,2.4251,2.56465,1.97887,1.87463
54.9,2.47808,2.47033,1.94426,1.89041
54.91,2.44717,2.44483,2.00616,1.85224
54.92,2.44902,2.5457,2.03592,1.95721
54.93,2.37549,2.49262,1.99364,1.8573
54.94,2.44764,2.53027,1.93281,1.81001
54.95,2.40074,2.62963,1.9579,1.93788
54.96,2.45955,2.65951,1.99812,1.99786
54.97,2.39859,2.70451,1.86061,1.97867
54.98,2.3637,2.76467,1.90473,1.96287
54.99,2.30845,2.84884,2.0211,1.96005
55,2.35364,2.79035,1.9501,1.91351
55.01,2.3535,2.62428,1.91226,1.92646
55.02,2.32919,2.76796,1.96762,1.87277
55.03,2.27049,2.59311,1.90281,1.86237
55.04,2.27845,2.69993,1.88368,1.8585
55.05,2.40361,2.70964,2.0237,1.79759
55.06,2.39627,2.60484,2.02056,1.81032
55.07,2.32955,2.55593,2.00589,1.86309
55.08,2.34937,2.42534,2.01173,1.85326
55.09,2.27915,2.6128,1.9333,1.97554
55.1,2.25698,2.46635,1.96675,1.92761
55.11,2.38636,2.39559,1.99402,1.89218
55.12,2.41424,2.49,1.92493,1.87024
55.13,2.40915,2.40475,1.88597,1.88273
55.14,2.41123,2.44733,1.9177,1.87757
55.15,2.33164,2.42101,1.88081,1.84105
55.16,2.41205,2.35172,1.90733,1.885
55.17,2.37657,2.358,1.93165,1.83016
55.18,2.36936,2.43834,1.89829,1.84619
55.19,2.33617,2.52718,1.92135,1.80491
55.2,2.39629,2.63873,1.90555,1.85779
55.21,2.27895,2.64341,1.91335,1.87262
55.22,2.35226,2.89377,1.98836,1.88652
55.23,2.36627,2.80037,1.93086,1.88115
55.24,2.42941,2.71564,1.88376,1.83311
55.25,2.32367,2.68301,1.89554,1.91199
55.26,2.3936,2.56062,1.97506,1.89115
55.27,2.41387,2.58791,1.91991,1.86798
55.28,2.38223,2.63779,1.79016,1.93678
55.29,2.39504,2.51644,1.84892,1.86048
55.3,2.41544,2.50928,1.90751,1.81628
55.31,2.33128,2.64556,2.01236,1.85888
55.32,2.25367,2.68404,1.98089,1.79741
55.33,2.31033,2.7386,1.99351,1.85107
55.34,2.35425,2.78845,1.98511,1.88668
55.35,2.42162,2.61535,2.04601,1.94188
55.36,2.39419,2.60917,1.97835,1.88774
55.37,2.29709,2.68155,2.08185,1.92117
55.38,2.35341,2.68947,2.07713,1.87891
55.39,2.45669,2.70006,2.12031,1.9782
55.4,2.33347,2.67124,2.08155,1.90533
55.41,2.42217,2.55134,2.10972,1.96657
55.42,2.2997,2.56158,2.09853,1.96677
55.43,2.37559,2.60285,2.14711,1.94152
55.44,2.36003,2.5926,2.06865,1.95303
55.45,2.44415,2.64351,2.0698,1.93624
55.46,2.42457,2.58269,2.13319,1.9064
55.47,2.43184,2.50555,2.07712,1.94669
55.48,2.37438,2.58032,2.13006,1.99052
55.49,2.43338,2.62354,2.1154,2.00498
55.5,2.42379,2.53023,2.11792,2.03387
55.51,2.44719,2.44131,2.02955,2.03528
55.52,2.42268,2.42802,2.12793,2.06759
55.53,2.43232,2.45352,1.98631,2.08535
55.54,2.42494,2.43513,2.04095,2.11942
55.55,2.40838,2.36484,2.09027,2.04315
55.56,2.3607,2.37766,2.11239,2.10071
55.57,2.473,2.47722,2.11973,2.01053
55.58,2.42401,2.46196,2.11405,2.06501
55.59,2.41546,2.45313,2.18643,1.9685
55.6,2.44724,2.4031,2.14146,2.04484
55.61,2.50121,2.45052,2.20769,2.10751
55.62,2.43224,2.46313,2.33506,2.04517
55.63,2.42806,2.63095,2.16297,2.06924
55.64,2.38838,2.70317,2.14716,2.03563
55.65,2.36322,2.66017,2.0798,2.03929
55.66,2.34238,2.57385,2.15602,1.98183
55.67,2.43002,2.51733,2.0438,1.95999
55.68,2.39925,2.43842,2.09739,2.03091
55.69,2.36998,2.44424,2.16212,1.99204
55.7,2.37514,2.42109,2.14733,1.958
55.71,2.47772,2.52193,2.17921,1.9394
55.72,2.3655,2.58795,2.02525,1.9897
55.73,2.38558,2.41606,2.158,2.0204
55.74,2.37328,2.40549,2.15269,2.01437
55.75,2.2397,2.49776,2.14643,1.93526
55.76,2.37785,2.55829,2.0964,1.94614
55.77,2.43423,2.56718,2.1836,1.90675
55.78,2.41574,2.49773,2.26933,1.9094
55.79,2.36852,2.58649,2.31165,1.91429
55.8,2.36433,2.54018,2.24073,1.92728
55.81,2.43303,2.55263,2.13068,1.96089
55.82,2.34353,2.58294,2.01318,1.89423
55.83,2.42246,2.65,2.04141,1.90899
55.84,2.42013,2.52285,2.13057,1.8872
55.85,2.42622,2.53833,2.09515,1.91941
55.86,2.46472,2.59045,2.10852,1.85094
55.87,2.45517,2.55676,2.03746,1.89841
55.88,2.36324,2.54488,1.98814,1.86643
55.89,2.31499,2.53883,1.93755,1.96939
55.9,2.34704,2.58845,2.02503,1.96408
55.91,2.44445,2.51199,2.05905,1.85148
55.92,2.29365,2.51815,2.12318,1.98685
55.93,2.3544,2.58126,2.13223,1.91471
55.94,2.31916,2.53845,2.13618,1.91074
55.95,2.29399,2.48317,2.13184,1.80998
55.96,2.33109,2.59053,2.0386,1.91259
55.97,2.37712,2.6689,2.08319,1.98282
55.98,2.34414,2.73019,2.2373,1.89459
55.99,2.30935,2.65058,2.14713,1.86038
56,2.44088,2.51908,2.21984,1.86366
56.01,2.35001,2.52066,2.23298,1.83916
56.02,2.32774,2.4687,2.22253,1.7879
56.03,2.38893,2.53117,2.26079,1.81767
56.04,2.3627,2.54218,2.28624,1.82826
56.05,2.37444,2.42325,2.18827,1.92863
56.06,2.44574,2.4101,2.31019,1.92284
56.07,2.37266,2.40686,2.22363,1.88341
56.08,2.37648,2.49586,2.18324,1.95348
56.09,2.37628,2.56753,2.16552,1.96604
56.1,2.30278,2.50338,2.1283,1.94513
56.11,2.31288,2.44509,2.2327,1.87529
56.12,2.28832,2.382,2.28472,1.84519
56.13,2.36822,2.44839,2.17086,1.8796
56.14,2.38816,2.42689,2.23923,1.86814
56.15,2.43477,2.48434,2.21697,1.98129
56.16,2.44506,2.54836,2.30302,1.90908
56.17,2.40083,2.50476,2.3222,1.86364
56.18,2.40085,2.51868,2.27905,1.85031
56.19,2.37315,2.44249,2.32364,1.91771
56.2,2.39841,2.45889,2.36959,1.8184
56.21,2.44105,2.42781,2.42251,1.89904
56.22,2.41136,2.48494,2.38037,1.89987
56.23,2.35907,2.41418,2.29877,1.84876
56.24,2.37161,2.45489,2.38424,1.85765
56.25,2.37938,2.44663,2.3151,1.84519
56.26,2.34055,2.44744,2.2549,1.90223
56.27,2.39059,2.54362,2.19569,1.87058
56.28,2.38826,2.42578,2.05099,1.87251
56.29,2.44224,2.56667,2.07085,1.90074
56.3,2.3833,2.48501,2.25166,1.92977
56.31,2.34208,2.54804,2.19593,1.86721
56.32,2.38338,2.61518,2.20326,1.87688
56.33,2.3396,2.39828,2.25821,1.89879
56.34,2.32435,2.38464,2.26458,1.84833
56.35,2.35179,2.40186,2.30292,1.89696
56.36,2.32863,2.38923,2.28016,1.90961
56.37,2.38317,2.4067,2.21397,1.9945
56.38,2.40047,2.3748,2.28813,1.94954
56.39,2.41308,2.29482,2.25669,1.94527
56.4,2.45318,2.33226,2.24786,1.91749
56.41,2.35981,2.3696,2.20479,1.84776
56.42,2.36257,2.32536,2.16202,1.84399
56.43,2.35773,2.30974,2.21661,1.84618
56.44,2.37029,2.44651,2.19124,1.88768
56.45,2.38704,2.33098,2.18291,1.82994
56.46,2.359,2.38246,2.28073,1.86547
56.47,2.38786,2.4063,2.12732,1.90197
56.48,2.36166,2.38188,2.19486,1.88014
56.49,2.39326,2.44383,2.14358,1.93394
56.5,2.38967,2.40703,2.19766,1.85587
56.51,2.35505,2.42669,2.11183,1.86763
56.52,2.3923,2.26497,2.1199,1.91053
56.53,2.40426,2.4259,2.23883,1.84156
56.54,2.31835,2.41229,2.15892,1.88354
56.55,2.36612,2.40114,2.068,1.82368
56.56,2.4043,2.42706,2.2073,1.94673
56.57,2.35642,2.28069,2.19039,1.86513
56.58,2.31724,2.27359,2.1913,1.87624
56.59,2.35108,2.36108,2.20625,1.86847
56.6,2.35433,2.37323,2.22923,1.92795
56.61,2.40517,2.41302,2.23021,1.94071
56.62,2.35225,2.39137,2.28578,1.94872
56.63,2.37743,2.48633,2.17488,1.93445
56.64,2.40942,2.44636,2.19555,1.89281
56.65,2.36806,2.39166,2.27575,1.92464
56.66,2.43321,2.41746,2.18056,2.07484
56.67,2.31953,2.35746,2.19971,2.00945
56.68,2.34586,2.51869,2.14271,1.97058
56.69,2.38836,2.52579,2.15314,2.03727
56.7,2.36914,2.34389,2.16753,2.09229
56.71,2.40657,2.31994,2.22707,2.06861
56.72,2.41809,2.38253,2.17601,2.02803
56.73,2.46694,2.4346,2.26428,2.06045
56.74,2.38417,2.38013,2.32963,2.00361
56.75,2.44553,2.55081,2.26449,2.10825
56.76,2.40064,2.50259,2.13901,2.0706
56.77,2.38259,2.50473,2.07729,2.01922
56.78,2.36312,2.42877,2.13163,2.00155
56.79,2.43436,2.47938,2.07588,1.94782
56.8,2.39283,2.47054,2.09964,2.00762
56.81,2.40862,2.45838,2.12276,2.00126
56.82,2.36489,2.46383,1.87901,2.00168
56.83,2.42153,2.47633,1.86803,1.99144
56.84,2.30559,2.53423,1.92134,1.92233
56.85,2.33397,2.53344,1.98226,2.04359
56.86,2.3401,2.73925,1.99494,2.11033
56.87,2.38534,2.64863,1.98054,2.01609
56.88,2.42611,2.65081,1.9715,2.05494
56.89,2.40083,2.56568,1.94821,2.14186
56.9,2.3914,2.66194,1.89915,1.99309
56.91,2.4746,2.75074,1.86066,1.9302
56.92,2.43814,2.65409,1.90049,1.98279
56.93,2.44937,2.8152,1.97346,1.98589
56.94,2.4132,2.78642,1.93522,1.97886
56.95,2.56014,2.711,1.94171,2.01115
56.96,2.49831,2.67488,1.96968,2.0216
56.97,2.53362,2.78544,1.9747,1.95886
56.98,2.53189,2.68646,2.00071,2.0569
56.99,2.41675,2.70249,2.06947,1.96534
57,2.40986,2.74863,2.02346,1.98167
57.01,2.45391,2.66607,2.10274,2.0182
57.02,2.44199,2.7186,2.08275,1.91237
57.03,2.36635,2.45522,2.13734,1.96098
57.04,2.32842,2.43613,2.07827,2.01705
57.05,2.36469,2.54465,2.08754,2.00111
57.06,2.44934,2.53894,2.19918,1.91566
57.07,2.41144,2.54763,2.19606,1.98485
57.08,2.53493,2.48232,2.16777,2.03614
57.09,2.42611,2.57251,2.21884,1.95804
57.1,2.37282,2.57723,2.27359,1.91664
57.11,2.46916,2.58588,2.13831,2.00568
57.12,2.41527,2.64443,2.23798,1.87367
57.13,2.46627,2.6616,2.2416,1.93175
57.14,2.46259,2.73097,2.22963,1.88487
57.15,2.43024,2.83801,2.19071,1.85501
57.16,2.49646,2.87089,2.24972,2.036
57.17,2.49193,2.93355,2.15606,1.90577
57.18,2.35675,2.88371,2.2107,2.02231
57.19,2.43836,2.71289,2.13232,1.88114
57.2,2.4831,2.61211,2.13761,1.90439
57.21,2.48187,2.60828,2.14213,1.91687
57.22,2.42383,2.67709,2.21427,1.95632
57.23,2.43873,2.70046,2.14979,1.9754
57.24,2.39827,2.69413,2.13757,1.9975
57.25,2.46359,2.61243,2.08162,1.95218
57.26,2.4471,2.54083,2.11172,1.92745
57.27,2.42433,2.49618,2.17097,1.92352
57.28,2.48265,2.63688,2.13558,1.94635
57.29,2.38315,2.58032,2.1658,1.81243
57.3,2.38784,2.66051,2.04382,1.90352
57.31,2.46822,2.74068,2.11798,1.86297
57.32,2.44936,2.77031,2.05837,1.90056
57.33,2.41807,2.6474,2.0871,1.94394
57.34,2.49842,2.63348,2.02431,1.94043
57.35,2.39795,2.68444,2.00447,1.93444
57.36,2.37344,2.65167,1.97702,1.90874
57.37,2.4283,2.64406,2.0321,1.96051
57.38,2.41911,2.65235,1.99466,1.87806
57.39,2.36728,2.75491,1.90308,2.01477
57.4,2.35392,2.69968,1.83297,1.91876
57.41,2.31887,2.74184,1.92007,1.96503
57.42,2.35039,2.68955,1.8818,1.94185
57.43,2.40373,2.7056,1.84418,1.93457
57.44,2.39074,2.61299,1.94688,1.9495
57.45,2.41042,2.75539,1.91017,1.92379
57.46,2.41337,2.64205,2.05329,1.97671
57.47,2.42367,2.70161,2.1164,1.98833
57.48,2.24177,2.60332,2.11471,1.92209
57.49,2.36377,2.53249,2.06745,1.91098
57.5,2.36218,2.56598,2.07349,1.85909
57.51,2.38035,2.54564,2.05332,1.84713
57.52,2.37567,2.69948,1.97855,1.87821
57.53,2.35847,2.6693,2.13778,1.9221
57.54,2.45689,2.70953,2.02877,1.98035
57.55,2.38219,2.56953,1.98999,1.95784
57.56,2.38849,2.64127,2.01072,1.98713
57.57,2.43883,2.64946,1.94841,1.92554
57.58,2.42708,2.67009,1.97082,1.93838
57.59,2.40951,2.54123,2.01132,1.96184
57.6,2.31656,2.5876,1.93258,1.92934
57.61,2.30686,2.61145,1.94204,1.94258
57.62,2.29198,2.62827,1.9681,1.88067
57.63,2.40788,2.55841,1.97345,1.90641
57.64,2.355,2.54613,1.91081,1.87943
57.65,2.43641,2.50923,1.91734,1.87088
57.66,2.40745,2.58614,1.94244,1.84573
57.67,2.2358,2.54593,1.89395,1.83644
57.68,2.31188,2.65904,1.93117,1.88993
57.69,2.28169,2.83744,1.97599,1.81235
57.7,2.3353,2.92529,1.93467,1.88057
57.71,2.30181,2.83557,1.93062,1.86072
57.72,2.33044,2.76314,1.97615,1.92546
57.73,2.3175,2.74781,1.90672,1.86928
57.74,2.3295,2.70232,1.88471,1.90657
57.75,2.3912,2.74127,1.91947,1.86699
57.76,2.32841,2.74521,1.94228,1.90481
57.77,2.30282,2.63401,1.87678,1.91499
57.78,2.31756,2.59604,1.87732,1.91319
57.79,2.44799,2.51718,1.89453,1.83589
57.8,2.36867,2.53806,1.86149,1.84796
57.81,2.44376,2.53779,1.95212,1.85003
57.82,2.32707,2.55191,1.87121,1.83667
57.83,2.33065,2.53034,1.86471,1.83516
57.84,2.42792,2.49847,1.93112,1.85552
57.85,2.45512,2.4638,1.98108,1.92104
57.86,2.42744,2.48394,1.90262,1.92364
57.87,2.34078,2.54063,1.92114,1.86853
57.88,2.29504,2.60838,1.97507,1.82272
57.89,2.29824,2.48583,1.91832,1.86501
57.9,2.31628,2.50994,1.89025,1.80685
