Time (ns),RMSD (Å),RMSD (Å),RMSD (Å),Variance,Average,Standard deviation 
39.23,2.21058,1.8742,1.8742,0.025144779,1.986326667,0.158571053
39.24,2.20656,1.86623,1.86623,0.02573878,1.979673333,0.160433101
39.25,2.29056,1.86397,1.86397,0.040439784,2.006166667,0.201096455
39.26,2.35606,1.90479,1.90479,0.045254358,2.055213333,0.212730718
39.27,2.39724,1.91154,1.91154,0.05242322,2.07344,0.228961176
39.28,2.43293,1.8823,1.8823,0.06737631,2.065843333,0.259569471
39.29,2.37414,1.82407,1.82407,0.067239334,2.007426667,0.259305485
39.3,2.36869,1.87192,1.87192,0.054840096,2.03751,0.234179624
39.31,2.411,1.80514,1.80514,0.081570298,2.007093333,0.285605143
39.32,2.2744,1.73486,1.73486,0.064689647,1.914706667,0.254341595
39.33,2.30547,1.85374,1.85374,0.045346665,2.004316667,0.212947564
39.34,2.24495,1.775,1.775,0.049078445,1.93165,0.221536555
39.35,2.22428,1.87811,1.87811,0.026629704,1.9935,0.163186103
39.36,2.24535,1.91324,1.91324,0.024510456,2.023943333,0.156558155
39.37,2.27633,1.76887,1.76887,0.0572257,1.938023333,0.239218938
39.38,2.26394,1.77645,1.77645,0.052810333,1.938946667,0.22980499
39.39,2.30559,1.76397,1.76397,0.065189383,1.94451,0.255322117
39.4,2.41035,1.76905,1.76905,0.091392376,1.982816667,0.302311719
39.41,2.29833,1.83752,1.83752,0.047187968,1.991123333,0.217227917
39.42,2.30692,1.85533,1.85533,0.045318562,2.00586,0.212881568
39.43,2.16526,1.78707,1.78707,0.031783928,1.913133333,0.178280476
39.44,2.1344,1.78394,1.78394,0.027293825,1.90076,0.165208428
39.45,2.21787,1.76337,1.76337,0.0459045,1.91487,0.214253355
39.46,2.18761,1.81567,1.81567,0.030742081,1.93965,0.175334197
39.47,2.14462,1.8742,1.8742,0.016250439,1.96434,0.127477211
39.48,2.19235,1.87701,1.87701,0.022097626,1.982123333,0.148652702
39.49,2.24548,1.88022,1.88022,0.029647748,2.001973333,0.172185215
39.5,2.19182,1.88574,1.88574,0.020818881,1.987766667,0.144287496
39.51,2.21978,1.86484,1.86484,0.02799609,1.983153333,0.167320321
39.52,2.24197,1.84773,1.84773,0.034538928,1.979143333,0.185846518
39.53,2.20033,1.79899,1.79899,0.035794177,1.93277,0.18919349
39.54,2.32017,1.75133,1.75133,0.071906432,1.940943333,0.268153748
39.55,2.22233,1.82173,1.82173,0.035662302,1.955263333,0.188844651
39.56,2.28095,1.84513,1.84513,0.042208683,1.990403333,0.205447518
39.57,2.38438,1.87312,1.87312,0.058085953,2.04354,0.241010275
39.58,2.33188,1.93463,1.93463,0.035068347,2.067046667,0.187265446
39.59,2.32926,1.8601,1.8601,0.048913579,2.016486667,0.221164145
39.6,2.21131,1.7945,1.7945,0.038606795,1.933436667,0.196486118
39.61,2.25652,1.72054,1.72054,0.063838791,1.8992,0.252663395
39.62,2.27358,1.8188,1.8188,0.045961077,1.970393333,0.214385348
39.63,2.29758,1.86383,1.86383,0.041808681,2.008413333,0.204471711
39.64,2.25583,1.87546,1.87546,0.032151408,2.00225,0.179308138
39.65,2.22693,1.88613,1.88613,0.02580992,1.99973,0.160654661
39.66,2.26653,1.8158,1.8158,0.045146118,1.966043333,0.21247616
39.67,2.37054,1.86797,1.86797,0.056128134,2.035493333,0.23691377
39.68,2.28671,1.8562,1.8562,0.041186413,1.999703333,0.20294436
39.69,2.42467,1.85761,1.85761,0.071457121,2.04663,0.267314648
39.7,2.42477,1.77446,1.77446,0.093978466,1.99123,0.306559074
39.71,2.25418,1.83695,1.83695,0.038684638,1.976026667,0.196684108
39.72,2.29842,1.80463,1.80463,0.054184125,1.969226667,0.232774838
39.73,2.26747,1.8002,1.8002,0.048520278,1.955956667,0.22027319
39.74,2.24487,1.81867,1.81867,0.040365876,1.960736667,0.200912607
39.75,2.2075,1.85248,1.85248,0.028008711,1.97082,0.167358033
39.76,2.05026,1.9101,1.9101,0.004365517,1.95682,0.066072058
39.77,2.08406,1.88698,1.88698,0.008631228,1.952673333,0.092904403
39.78,2.1005,1.86092,1.86092,0.012755239,1.94078,0.112939095
39.79,2.09278,1.91034,1.91034,0.007396523,1.971153333,0.086003041
39.8,2.23465,1.84914,1.84914,0.033026213,1.977643333,0.181731157
39.81,2.12211,1.87852,1.87852,0.013185797,1.959716667,0.114829427
39.82,2.1204,1.82528,1.82528,0.019354625,1.923653333,0.139120902
39.83,2.17902,1.89124,1.89124,0.018403851,1.987166667,0.135660793
39.84,2.13118,1.81656,1.81656,0.021996832,1.921433333,0.14831329
39.85,2.14776,1.88578,1.88578,0.015251893,1.973106667,0.123498556
39.86,2.18849,1.88303,1.88303,0.020734625,1.98485,0.143995225
39.87,2.11416,1.80945,1.80945,0.02063293,1.91102,0.143641672
39.88,2.13776,1.77851,1.77851,0.028680125,1.89826,0.169352074
39.89,2.33546,1.88824,1.88824,0.044445717,2.037313333,0.21082153
39.9,2.31437,1.83518,1.83518,0.051027346,1.99491,0.225892332
39.91,2.26035,1.78756,1.78756,0.049673419,1.945156667,0.222875343
39.92,2.37238,1.80205,1.80205,0.072283624,1.99216,0.26885614
39.93,2.31217,1.78484,1.78484,0.061794873,1.960616667,0.248585746
39.94,2.23651,1.71809,1.71809,0.059724288,1.890896667,0.244385532
39.95,2.35299,1.82076,1.82076,0.062948616,1.99817,0.250895628
39.96,2.2772,1.87195,1.87195,0.036495014,2.007033333,0.191036682
39.97,2.23758,1.85306,1.85306,0.032856807,1.981233333,0.181264466
39.98,2.30592,1.83825,1.83825,0.048603384,1.99414,0.220461752
39.99,2.32176,1.78894,1.78894,0.063088256,1.966546667,0.251173757
40,2.39756,1.7453,1.7453,0.094542913,1.96272,0.307478313
40.01,2.35021,1.74835,1.74835,0.080496769,1.94897,0.283719525
40.02,2.47796,1.79471,1.79471,0.103740125,2.02246,0.322087139
40.03,2.55366,1.77271,1.77271,0.135529534,2.033026667,0.368143361
40.04,2.64365,1.80238,1.80238,0.157274492,2.082803333,0.396578481
40.05,2.54335,1.79404,1.79404,0.124770106,2.04381,0.353228121
40.06,2.30852,1.88232,1.88232,0.040365876,2.024386667,0.200912607
40.07,2.24149,1.80111,1.80111,0.043096565,1.947903333,0.207597123
40.08,2.33218,1.82617,1.82617,0.056899138,1.99484,0.238535402
40.09,2.41804,1.84205,1.84205,0.07372544,2.034046667,0.27152429
40.1,2.34285,1.79226,1.79226,0.067366522,1.97579,0.259550615
40.11,2.34945,1.76569,1.76569,0.075727942,1.960276667,0.275187103
40.12,2.23775,1.76877,1.76877,0.048876053,1.925096667,0.221079292
40.13,2.22362,1.80791,1.80791,0.03840329,1.94648,0.195967573
40.14,2.3209,1.7562,1.7562,0.070863576,1.944433333,0.266202133
40.15,2.37883,1.82927,1.82927,0.06711471,2.012456667,0.259065068
40.16,2.3467,1.82562,1.82562,0.060338748,1.999313333,0.245639468
40.17,2.41355,1.80121,1.80121,0.083324506,2.005323333,0.288659844
40.18,2.43452,1.78776,1.78776,0.092955222,2.003346667,0.304885588
40.19,2.27936,1.74602,1.74602,0.063211457,1.9238,0.251418887
40.2,2.27654,1.72687,1.72687,0.06714158,1.910093333,0.259116923
40.21,2.28711,1.79195,1.79195,0.054485206,1.957003333,0.233420663
40.22,2.36312,1.79263,1.79263,0.072324187,1.982793333,0.268931565
40.23,2.38626,1.71844,1.71844,0.099107456,1.941046667,0.314813367
40.24,2.18241,1.82175,1.82175,0.028905697,1.94197,0.170016754
40.25,2.25204,1.75123,1.75123,0.055735701,1.918166667,0.236084098
40.26,2.22923,1.87312,1.87312,0.028180963,1.991823333,0.167871864
40.27,2.20405,1.80185,1.80185,0.035947742,1.935916667,0.189598898
40.28,2.32223,1.83035,1.83035,0.053765763,1.99431,0.231874456
40.29,2.33173,1.87726,1.87726,0.04589844,2.02875,0.214239213
40.3,2.30016,1.78223,1.78223,0.059611441,1.954873333,0.244154543
40.31,2.31088,1.77252,1.77252,0.064406998,1.951973333,0.253785338
40.32,2.23905,1.79635,1.79635,0.043551842,1.943916667,0.208690781
40.33,2.38517,1.83233,1.83233,0.067918237,2.01661,0.260611275
40.34,2.25413,1.77556,1.77556,0.050895388,1.935083333,0.225600062
40.35,2.30601,1.78221,1.78221,0.06097032,1.95681,0.246921688
40.36,2.37739,1.70751,1.70751,0.099719825,1.930803333,0.31578446
40.37,2.28592,1.72522,1.72522,0.06986322,1.91212,0.264316515
40.38,2.26618,1.7673,1.7673,0.055306945,1.933593333,0.235174287
40.39,2.26928,1.74845,1.74845,0.060280864,1.92206,0.245521617
40.4,2.22835,1.82405,1.82405,0.036324109,1.958816667,0.190588848
40.41,2.02829,1.78073,1.78073,0.013619101,1.86325,0.116700903
40.42,2.19569,1.76209,1.76209,0.041779769,1.906623333,0.204401
40.43,2.29779,1.75787,1.75787,0.064780801,1.937843333,0.254520729
40.44,2.30917,1.71559,1.71559,0.078297159,1.91345,0.279816295
40.45,2.35975,1.7422,1.7422,0.084748445,1.94805,0.291115862
40.46,2.38177,1.66551,1.66551,0.114006308,1.904263333,0.337648202
40.47,2.381,1.68574,1.68574,0.107419215,1.917493333,0.327748707
40.48,2.30904,1.80301,1.80301,0.056903636,1.971686667,0.23854483
40.49,2.25806,1.8664,1.8664,0.034088346,1.996953333,0.184630295
40.5,2.1607,1.84579,1.84579,0.022037402,1.95076,0.148449998
40.51,2.14419,1.77606,1.77606,0.030115488,1.89877,0.173538146
40.52,2.28365,1.74387,1.74387,0.064747211,1.923796667,0.254454732
40.53,2.11487,1.80012,1.80012,0.022015014,1.905036667,0.148374573
40.54,2.18333,1.90351,1.90351,0.017399829,1.996783333,0.131908413
40.55,2.29923,1.8306,1.8306,0.048803128,1.98681,0.220914301
40.56,2.35251,1.84043,1.84043,0.058272428,2.011123333,0.241396827
40.57,2.26906,1.93319,1.93319,0.02506859,2.045146667,0.158330636
40.58,2.31564,1.98046,1.98046,0.024965696,2.092186667,0.158005367
40.59,2.24696,1.98169,1.98169,0.015637372,2.070113333,0.125049477
40.6,2.31242,1.9758,1.9758,0.025180672,2.088006667,0.15868419
40.61,2.345,1.89622,1.89622,0.044756331,2.045813333,0.211556921
40.62,2.42978,1.92918,1.92918,0.055688969,2.096046667,0.235985103
40.63,2.33206,1.95524,1.95524,0.031554069,2.080846667,0.177634652
40.64,2.2838,1.85189,1.85189,0.041454722,1.99586,0.203604327
40.65,2.36939,1.84595,1.84595,0.060886541,2.02043,0.246751982
40.66,2.38801,1.9245,1.9245,0.04774256,2.079003333,0.218500709
40.67,2.28188,1.93498,1.93498,0.026742136,2.050613333,0.163530228
40.68,2.22581,1.89074,1.89074,0.024949312,2.00243,0.157953513
40.69,2.24343,1.82679,1.82679,0.038575309,1.96567,0.19640598
40.7,2.23569,1.82614,1.82614,0.037273601,1.962656667,0.193063721
40.71,2.25723,1.91269,1.91269,0.026379514,2.027536667,0.162417714
40.72,2.41019,1.89372,1.89372,0.059275836,2.065876667,0.243466293
40.73,2.42481,1.96081,1.96081,0.047843556,2.115476667,0.218731698
40.74,2.32066,1.85272,1.85272,0.048659521,2.0087,0.220589031
40.75,2.34308,1.94235,1.94235,0.035685452,2.075926667,0.188905934
40.76,2.36177,1.86881,1.86881,0.054002125,2.03313,0.232383573
40.77,2.35124,1.88181,1.88181,0.048969894,2.038286667,0.221291424
40.78,2.27886,1.8497,1.8497,0.040928512,1.992753333,0.202307964
40.79,2.2778,1.9064,1.9064,0.03065288,2.0302,0.175079639
40.8,2.33165,1.90911,1.90911,0.039675567,2.049956667,0.199187266
40.81,2.20864,1.83846,1.83846,0.030451829,1.961853333,0.174504526
40.82,2.20858,1.88016,1.88016,0.023968821,1.989633333,0.154818673
40.83,2.37967,1.83237,1.83237,0.066563842,2.014803333,0.257999694
40.84,2.3232,1.93084,1.93084,0.034210304,2.061626667,0.184960278
40.85,2.36303,1.93553,1.93553,0.0406125,2.07803,0.201525433
40.86,2.42217,1.92131,1.92131,0.055746831,2.088263333,0.236107668
40.87,2.41196,1.88396,1.88396,0.061952,2.05996,0.248901587
40.88,2.34504,1.9139,1.9139,0.041307044,2.057613333,0.203241345
40.89,2.32982,1.90647,1.90647,0.039827827,2.047586667,0.199569104
40.9,2.20019,1.88076,1.88076,0.022674561,1.987236667,0.150580746
40.91,2.17414,1.84509,1.84509,0.024060867,1.954773333,0.155115658
40.92,2.12122,1.82282,1.82282,0.019787236,1.922286667,0.140667109
40.93,2.24033,1.88188,1.88188,0.028552534,2.001363333,0.16897495
40.94,2.3092,1.95199,1.95199,0.02835533,2.07106,0.168390409
40.95,2.27348,1.85609,1.85609,0.038714314,1.99522,0.196759533
40.96,2.28794,1.9594,1.9594,0.02398634,2.068913333,0.154875241
40.97,2.41305,1.99699,1.99699,0.038467983,2.135676667,0.196132565
40.98,2.36417,1.9799,1.9799,0.032814096,2.10799,0.181146615
40.99,2.44437,2.00005,2.00005,0.043871169,2.148156667,0.209454457
41,2.49716,1.92294,1.92294,0.073273024,2.114346667,0.270689904
41.01,2.43262,1.93618,1.93618,0.054767261,2.10166,0.23402406
41.02,2.33687,1.98679,1.98679,0.027234668,2.103483333,0.165029295
41.03,2.25429,1.91694,1.91694,0.025290005,2.02939,0.159028315
41.04,2.21344,1.91779,1.91779,0.019424205,2.01634,0.139370747
41.05,2.25452,1.91254,1.91254,0.02598896,2.026533333,0.161210918
41.06,2.27232,1.88632,1.88632,0.033110222,2.014986667,0.181962145
41.07,2.32688,1.89036,1.89036,0.04234438,2.035866667,0.205777501
41.08,2.35436,1.9669,1.9669,0.033361167,2.096053333,0.182650396
41.09,2.26245,1.90708,1.90708,0.028063964,2.025536667,0.167523025
41.1,2.22191,1.93165,1.93165,0.018722415,2.028403333,0.136829876
41.11,2.24969,1.87207,1.87207,0.031688192,1.997943333,0.178011775
41.12,2.3273,1.91171,1.91171,0.038381122,2.05024,0.195911005
41.13,2.3693,1.99313,1.99313,0.031445304,2.11852,0.177328239
41.14,2.27212,1.9666,1.9666,0.020742771,2.06844,0.144023509
41.15,2.30717,1.88075,1.88075,0.040407559,2.02289,0.201016316
41.16,2.4678,1.9062,1.9062,0.07008768,2.0934,0.264740779
41.17,2.50765,1.96247,1.96247,0.066049163,2.144196667,0.257000317
41.18,2.31233,2.01666,2.01666,0.019426833,2.115216667,0.139380175
41.19,2.45195,2.10189,2.10189,0.027231556,2.218576667,0.165019867
41.2,2.50566,2.08182,2.08182,0.039920077,2.2231,0.199800092
41.21,2.4067,2.00844,2.00844,0.035246895,2.141193333,0.187741564
41.22,2.37014,2.06087,2.06087,0.021255096,2.16396,0.145791276
41.23,2.40374,2.0403,2.0403,0.02935303,2.161446667,0.171327259
41.24,2.32558,2.12809,2.12809,0.008667178,2.19392,0.093097679
41.25,2.28556,2.03173,2.03173,0.014317704,2.11634,0.11965661
41.26,2.46936,1.92889,1.92889,0.064912849,2.109046667,0.254780001
41.27,2.24728,2.04963,2.04963,0.008681227,2.115513333,0.093173104
41.28,2.37637,2.08482,2.08482,0.018889201,2.182003333,0.137437988
41.29,2.49235,2.03612,2.03612,0.046254625,2.188196667,0.215068885
41.3,2.54324,2.03709,2.03709,0.056930627,2.205806667,0.238601398
41.31,2.29664,1.94531,1.94531,0.027429504,2.06242,0.16561855
41.32,2.27805,1.99295,1.99295,0.018062669,2.087983333,0.134397429
41.33,2.27823,1.96182,1.96182,0.022247842,2.06729,0.149157104
41.34,2.26841,1.97779,1.97779,0.018768885,2.074663333,0.136999582
41.35,2.16146,1.99411,1.99411,0.006223561,2.049893333,0.078889547
41.36,2.23631,1.94379,1.94379,0.0190151,2.041296667,0.13789525
41.37,2.19385,2.02521,2.02521,0.006319878,2.081423333,0.079497658
41.38,2.20627,2.05647,2.05647,0.004986676,2.106403333,0.070616397
41.39,2.26638,1.99197,1.99197,0.016733522,2.08344,0.129358115
41.4,2.24243,1.94039,1.94039,0.020272925,2.04107,0.142383021
41.41,2.23844,2.0323,2.0323,0.009443044,2.101013333,0.097175328
41.42,2.25698,1.95757,1.95757,0.019921411,2.057373333,0.141143228
41.43,2.27952,1.89159,1.89159,0.033442152,2.0209,0.182871956
41.44,2.27571,1.88451,1.88451,0.03400832,2.01491,0.184413449
41.45,2.2979,1.84459,1.84459,0.045664435,1.995693333,0.213692383
41.46,2.35555,1.92605,1.92605,0.040993389,2.069216667,0.202468242
41.47,2.34064,1.95418,1.95418,0.033189185,2.083,0.182178991
41.48,2.2253,1.95563,1.95563,0.016160424,2.04552,0.127123657
41.49,2.35794,1.94013,1.94013,0.038792266,2.0794,0.196957523
41.5,2.24353,1.92605,1.92605,0.022398567,2.031876667,0.149661507
41.51,2.27448,1.9667,1.9667,0.021050784,2.069293333,0.145088883
41.52,2.34832,1.98396,1.98396,0.029501824,2.105413333,0.171760951
41.53,2.32249,1.99819,1.99819,0.02337122,2.10629,0.152876486
41.54,2.34196,1.97508,1.97508,0.029911319,2.097373333,0.172948891
41.55,2.20097,1.98546,1.98546,0.010321013,2.057296667,0.101592388
41.56,2.21031,2.07958,2.07958,0.003797852,2.123156667,0.061626713
41.57,2.29002,1.94456,1.94456,0.02652058,2.059713333,0.162851406
41.58,2.27239,1.96083,1.96083,0.02157103,2.064683333,0.146870792
41.59,2.34276,2.01274,2.01274,0.024202933,2.122746667,0.15557292
41.6,2.31141,1.94691,1.94691,0.0295245,2.06841,0.171826948
41.61,2.40427,2.06172,2.06172,0.026075667,2.175903333,0.161479619
41.62,2.33182,1.97053,1.97053,0.02900677,2.09096,0.170313739
41.63,2.35468,1.98538,1.98538,0.03030722,2.10848,0.17408969
41.64,2.47223,2.00731,2.00731,0.048033468,2.162283333,0.21916539
41.65,2.58808,2.06545,2.06545,0.060698248,2.23966,0.246370145
41.66,2.61849,2.0475,2.0475,0.072451018,2.23783,0.269167267
41.67,2.60088,2.03298,2.03298,0.07166898,2.22228,0.267710627
41.68,2.50157,2.05683,2.05683,0.043954148,2.205076667,0.209652447
41.69,2.50053,2.20004,2.20004,0.020065387,2.300203333,0.141652344
41.7,2.5652,2.12881,2.12881,0.042319163,2.274273333,0.205716219
41.71,2.46878,2.06571,2.06571,0.036103428,2.200066667,0.19000902
41.72,2.60251,2.09404,2.09404,0.05745372,2.26353,0.239695057
41.73,2.67062,1.99453,1.99453,0.101577264,2.219893333,0.318711882
41.74,2.47978,2.02798,2.02798,0.04536072,2.17858,0.212980562
41.75,2.39339,2.04619,2.04619,0.026788409,2.161923333,0.16367165
41.76,2.40061,1.94283,1.94283,0.046569451,2.095423333,0.215799562
41.77,2.44446,1.98853,1.98853,0.046193814,2.140506667,0.214927463
41.78,2.41534,2.01774,2.01774,0.035130169,2.150273333,0.187430437
41.79,2.49048,2.09147,2.09147,0.035379773,2.224473333,0.188095118
41.8,2.45371,1.9681,1.9681,0.052403794,2.12997,0.228918749
41.81,2.44573,2.08371,2.08371,0.029124107,2.204383333,0.170657865
41.82,2.53098,2.19118,2.19118,0.025658676,2.304446667,0.160183256
41.83,2.5121,2.15872,2.15872,0.027750539,2.276513333,0.16658493
41.84,2.51995,2.13327,2.13327,0.033226983,2.262163333,0.1822827
41.85,2.49906,2.04836,2.04836,0.045140109,2.198593333,0.212462018
41.86,2.62085,2.1175,2.1175,0.056302494,2.285283333,0.237281466
41.87,2.68307,2.17081,2.17081,0.058313402,2.341563333,0.24148168
41.88,2.73268,2.13788,2.13788,0.078619342,2.336146667,0.280391409
41.89,2.77802,2.15182,2.15182,0.087139209,2.360553333,0.295193511
41.9,2.74338,2.14753,2.14753,0.078897161,2.346146667,0.280886384
41.91,2.73353,2.08714,2.08714,0.092848896,2.302603333,0.304711168
41.92,2.6802,1.99925,1.99925,0.103042867,2.226233333,0.321002908
41.93,2.786,1.9248,1.9248,0.164814542,2.211866667,0.405973573
41.94,2.81756,1.96136,1.96136,0.16290632,2.24676,0.403616551
41.95,2.74519,2.0389,2.0389,0.11085457,2.27433,0.332948299
41.96,3.00267,2.09172,2.09172,0.184406645,2.39537,0.429425948
41.97,2.87849,1.98764,1.98764,0.176358605,2.28459,0.419950717
41.98,2.77848,2.02898,2.02898,0.124833389,2.278813333,0.353317688
41.99,3.001,2.02944,2.02944,0.209761963,2.353293333,0.457997776
42,2.94463,2.01672,2.01672,0.191337104,2.326023333,0.437420969
42.01,2.83966,2.00082,2.00082,0.156367232,2.280433333,0.395432968
42.02,2.79824,2.10254,2.10254,0.10755522,2.33444,0.327956125
42.03,2.84779,2.09085,2.09085,0.127324036,2.343163333,0.356824938
42.04,2.80773,2.13296,2.13296,0.101181012,2.357883333,0.318089628
42.05,2.82456,2.03721,2.03721,0.137760005,2.29966,0.371160349
42.06,2.80961,1.94425,1.94425,0.166410651,2.232703333,0.407934616
42.07,2.79133,2.04677,2.04677,0.123193243,2.294956667,0.35098895
42.08,2.80641,1.966,1.966,0.156953104,2.246136667,0.396173073
42.09,2.6518,2.00039,2.00039,0.094296664,2.217526667,0.307077619
42.1,2.77696,1.96475,1.96475,0.146596685,2.235486667,0.382879466
42.11,2.67288,2.01009,2.01009,0.09762013,2.23102,0.312442202
42.12,2.77953,1.89173,1.89173,0.175153076,2.187663333,0.418512934
42.13,2.74006,1.86072,1.86072,0.171830852,2.153833333,0.414524851
42.14,2.77653,1.94472,1.94472,0.153757306,2.22199,0.392118994
42.15,2.82528,2.02763,2.02763,0.141387894,2.293513333,0.376015816
42.16,2.77697,2.04611,2.04611,0.118701409,2.28973,0.344530708
42.17,2.76598,2.08475,2.08475,0.103127625,2.311826667,0.321134902
42.18,2.88319,1.99805,1.99805,0.174105071,2.293096667,0.417258998
42.19,2.89684,1.97816,1.97816,0.187549543,2.284386667,0.433069905
42.2,2.96158,2.0726,2.0726,0.175618987,2.368926667,0.419069191
42.21,2.88254,2.01956,2.01956,0.165496551,2.30722,0.406812673
42.22,2.8917,2.09847,2.09847,0.139825296,2.36288,0.373932208
42.23,2.63539,2.1329,2.1329,0.056110267,2.300396667,0.236876058
42.24,2.90736,2.04706,2.04706,0.164470242,2.333826667,0.405549309
42.25,2.86011,2.0446,2.0446,0.147790347,2.316436667,0.384435101
42.26,2.7383,2.05165,2.05165,0.104775161,2.280533333,0.323689914
42.27,2.63461,2.0435,2.0435,0.077646896,2.240536667,0.278651926
42.28,2.62007,2.14603,2.14603,0.049936427,2.304043333,0.223464599
42.29,2.59796,2.08189,2.08189,0.059184054,2.253913333,0.243277731
42.3,2.54951,2.09641,2.09641,0.045622136,2.247443333,0.213593388
42.31,2.56767,2.25652,2.25652,0.021514294,2.360236667,0.146677517
42.32,2.5929,2.17686,2.17686,0.038464285,2.31554,0.196123137
42.33,2.64618,2.17676,2.17676,0.048967808,2.333233333,0.22128671
42.34,2.7632,2.15647,2.15647,0.081804732,2.358713333,0.286015265
42.35,2.67986,2.19509,2.19509,0.052222656,2.35668,0.22852277
42.36,2.71148,2.13573,2.13573,0.073664014,2.327646667,0.271411153
42.37,2.7022,2.17355,2.17355,0.062104627,2.349766667,0.249208
42.38,2.81359,2.18615,2.18615,0.087484656,2.395296667,0.295778053
42.39,2.93966,2.18571,2.18571,0.126320134,2.437026667,0.355415438
42.4,2.7081,2.14319,2.14319,0.070916291,2.331493333,0.266301128
42.41,2.86097,2.19623,2.19623,0.098195393,2.41781,0.313361441
42.42,2.76599,2.16562,2.16562,0.080098697,2.365743333,0.283017132
42.43,2.81747,2.20661,2.20661,0.082922209,2.41023,0.287962166
42.44,2.76535,2.22522,2.22522,0.064831204,2.405263333,0.254619724
42.45,2.82557,2.18523,2.18523,0.091118959,2.398676667,0.301859171
42.46,2.83505,2.19378,2.19378,0.091383825,2.407536667,0.302297577
42.47,2.69294,2.19417,2.19417,0.055282558,2.360426667,0.235122433
42.48,2.67607,2.15321,2.15321,0.060751684,2.327496667,0.246478568
42.49,2.57563,2.14662,2.14662,0.040899907,2.289623333,0.202237253
42.5,2.60808,2.16182,2.16182,0.044255108,2.310573333,0.210368981
42.51,2.5256,2.12719,2.12719,0.035273451,2.259993333,0.187812275
42.52,2.47817,2.04681,2.04681,0.041349211,2.190596667,0.203345054
42.53,2.57106,2.09729,2.09729,0.049879558,2.255213333,0.22333732
42.54,2.64537,2.11643,2.11643,0.062172783,2.292743333,0.249344707
42.55,2.60805,2.1705,2.1705,0.042544445,2.31635,0.206263048
42.56,2.55093,2.1586,2.1586,0.034205073,2.289376667,0.184946136
42.57,2.51207,2.04223,2.04223,0.049055472,2.198843333,0.2214847
42.58,2.51831,2.08854,2.08854,0.041044945,2.231796667,0.202595521
42.59,2.62318,2.07433,2.07433,0.066941405,2.25728,0.258730371
42.6,2.63715,2.10776,2.10776,0.062278616,2.284223333,0.249556839
42.61,2.53479,2.0416,2.0416,0.054052528,2.205996667,0.232491996
42.62,2.52635,2.02522,2.02522,0.05580695,2.192263333,0.236234948
42.63,2.45718,2.1084,2.1084,0.027032775,2.22466,0.164416469
42.64,2.57286,2.08312,2.08312,0.053298948,2.246366667,0.23086565
42.65,2.54405,2.1207,2.1207,0.039827827,2.261816667,0.199569104
42.66,2.53099,2.12896,2.12896,0.03591736,2.26297,0.189518759
42.67,2.5765,2.05469,2.05469,0.060507928,2.228626667,0.245983593
42.68,2.43402,2.08423,2.08423,0.027189565,2.200826667,0.164892587
42.69,2.39955,2.08587,2.08587,0.021865587,2.19043,0.14787017
42.7,2.4781,2.00575,2.00575,0.049581005,2.1632,0.222667925
42.71,2.53465,1.98367,1.98367,0.067461991,2.16733,0.259734463
42.72,2.49243,2.08146,2.08146,0.03753252,2.21845,0.193733116
42.73,2.6132,2.14433,2.14433,0.048853128,2.30062,0.221027438
42.74,2.48485,2.23422,2.23422,0.013958977,2.317763333,0.118148115
42.75,2.51958,2.1519,2.1519,0.030041907,2.27446,0.173326014
42.76,2.53034,2.20607,2.20607,0.023366896,2.31416,0.152862344
42.77,2.46894,2.24979,2.24979,0.010672605,2.32284,0.103308301
42.78,2.41026,2.18965,2.18965,0.010815283,2.263186667,0.103996551
42.79,2.52191,2.2628,2.2628,0.014919554,2.34917,0.122145625
42.8,2.40875,2.24486,2.24486,0.005968874,2.29949,0.077258487
42.81,2.51439,2.30909,2.30909,0.009366242,2.377523333,0.096779348
42.82,2.39253,2.28138,2.28138,0.002745405,2.31843,0.052396612
42.83,2.29884,2.34468,2.34468,0.000466957,2.3294,0.021609183
42.84,2.31322,2.3484,2.3484,0.000275029,2.336673333,0.016584011
42.85,2.36477,2.24953,2.24953,0.002951168,2.287943333,0.054324657
42.86,2.33409,2.23766,2.23766,0.002066388,2.269803333,0.045457538
42.87,2.49283,2.32322,2.32322,0.006392789,2.379756667,0.079954921
42.88,2.54519,2.37165,2.37165,0.006692474,2.429496667,0.081807541
42.89,2.54335,2.3278,2.3278,0.010324845,2.39965,0.101611244
42.9,2.50801,2.27796,2.27796,0.011760667,2.354643333,0.10844661
42.91,2.44813,2.44752,2.44752,8.27E-08,2.447723333,0.000287557
42.92,2.47788,2.49074,2.49074,3.68E-05,2.486453333,0.006062262
42.93,2.34251,2.37118,2.37118,0.00018266,2.361623333,0.013515168
42.94,2.33078,2.32438,2.32438,9.10E-06,2.326513333,0.003016989
42.95,2.50746,2.2666,2.2666,0.012891898,2.346886667,0.113542493
42.96,2.46821,2.3244,2.3244,0.004595848,2.372336667,0.067792684
42.97,2.3507,2.2282,2.2282,0.003334722,2.269033333,0.057747054
42.98,2.44845,2.19497,2.19497,0.014278247,2.279463333,0.119491618
42.99,2.45186,2.22942,2.22942,0.010995456,2.303566667,0.104859222
43,2.47053,2.17575,2.17575,0.019310055,2.27401,0.138960625
43.01,2.49718,2.19048,2.19048,0.020903309,2.292713333,0.144579767
43.02,2.66903,2.23779,2.23779,0.041326208,2.381536667,0.203288486
43.03,2.45876,2.24506,2.24506,0.010148376,2.316293333,0.100739146
